Details,Prix,Adresse,Superficie,image_link-src
Terrain à vendre à zac mbao cité enda,18000000,Zac Mbao,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/1234e207e45631589f8b70081723e519/-/horizon-files-prod/ed/picture/qde7md7m/8f55f75b2800caf67d64ac6c608f6d9690f333b2.jpg
Terrain à vendre à Ngaparou,55000,Ngaparou,14000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/6bdb61a0e294dd697dd68bd432b9a3c9/-/horizon-files-prod/ed/picture/q0g749ke/c8ea5a8f4ca76156e10226ee0b955d2e4558487e.png
Terrain à vendre Ngaparou,55000,Ngaparou,22000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d060725193f7fa3cbd7832d03732f50c/-/horizon-files-prod/ed/picture/qwep6kgm/232c1eec21cab81cf97fa2ce7fa77e67ec64dd52.png
Terrains TF payables sur 2ans à Ndiakhirate,14000000,Ndiakhirate,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0357d75304c4e31aec7dd84acd4739ef/-/horizon-files-prod/ed/picture/q44824e5/c8df3109e89d59689beac629291ee807c85b29bc.jpg
Terrain très bien placé à vendre à Fann,1000000,Fann,2000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/4fdc3019886ab5e967832f31bb700696/-/horizon-files-prod/ed/picture/q78wjkjq/656899e3bbfc6fb38c6a21c4fde49280d106381b.jpg
Terrain à vendre à Diass futur Almadies,2500000,Mbour,180,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b3f01fb7e45d059ed22e4ea71582069a/-/horizon-files-prod/ed/picture/qxj6rxn4/0d76c57fa4f0f3642d655d5613b1770d740c2a2f.jpg
Diass - Terrain,4000000,Mbour,225,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5d7915b9ccd973a9d3d72b7ddd10df4a/-/horizon-files-prod/ed/picture/qnzkr9k/de9d541df82396f12e88ba6cc43f0d31a7dff73c.jpg
Terrain 250m2 TF Cité Assemblée Ouakam (Terminus P7),160000000,Ouakam,250,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0c96663554bfeef0471332bc8e819041/-/horizon-files-prod/ed/picture/qwepnqzg/ed0987413611b02290805cf7f742879ed93250a2.jpg
Terrain de 300m² sébi ponty,15000000,Diamniadio,300,https://i.roamcdn.net/hz/ed/listing-thumb-543w/11beacb7137fa4a30a976cb83db27a06/-/horizon-files-prod/ed/picture/qxjpxn70/f2997b389b86bde19a15677fef2a38e57a52a182.jpg
Lot de terrains Tf à vendre à kounoune,14000000,Kounoune,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/3d6ac5717f94413d6e28c9a6561a5212/-/horizon-files-prod/ed/picture/q78w0v8j/5a1cca2a659d5a30a63196631b66b72eebb8fec1.jpg
Terrain à vendre Yenne,45000000,Yene,500,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e3671b476fd2cd08e6519db7af6e081a/-/horizon-files-prod/ed/picture/qenvzkdz/22ace81f30d5b745f6df3544bfab240b1eda8840.png
Terrain tf ZAC mbao,27000000,Zac Mbao,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/24931ffad207a549e0a1fe80cd032a86/-/horizon-files-prod/ed/picture/q0gwm99x/1a5e4088015c6e8b92ff62a3982427f7bcc13fe7.jpg
Terrains proche de la route nationale,5000000,Diamniadio,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/486b955a284c7611e4cf892251f18462/-/horizon-files-prod/ed/picture/qzvd2k49/be869b037684efc515bb773db19a729e4d3fcb1b.jpg
Des terrains avec fondation à vendre,15000000,Tivaouane peulh,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dfa56f27b9803624c832353839b60fa4/-/horizon-files-prod/ed/picture/q44n52v2/7634668b09682d1d1f3e5ef451ae22594b27898f.jpg
Terrains avec NICAD,15000000,Tivaouane peulh,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/faa21aee23438afca00be4515ce0dbcb/-/horizon-files-prod/ed/picture/q9mjn97j/6cf08948efa3fd87d382b9139eb3bdf3e3c8d52e.jpg
Terrain 209m2 avec vue sur mer à Sipres Cap des biches,45000000,Mbao,209,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e93e5aba3012d3e8f020feae608ce779/-/horizon-files-prod/ed/picture/qv4wv8v2/ead7cbfdd78125a8306fdbc2012c4910ecf32762.jpg
Terrain de 300 m2 clôturé à vendre à Nguerigne,19000000,Nguering,300,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8ca44952e9b2e626f2e44cda9a8e8c89/-/horizon-files-prod/ed/picture/q78w6g48/622fa4b2d5ddaab68e1c6bcd169d12c46f76d060.jpg
TERRAIN A VENDRE A LA CITÉ APIX,35000000,Tivaouane peulh,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c7506b5cb9d8ba3a719fa807aac8c03a/-/horizon-files-prod/ed/picture/qngpj87g/8443936aab86fb60d41f017cdfa41a58f6768bab.jpg
Deux voies Zac Mbao terrain à vendre,85000000,Zac Mbao,286,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e88cddeebc413745885cb887e479b212/-/horizon-files-prod/ed/picture/qv4wjzvv/2b334c184048d78059e0594b5103cb9675b25ab7.jpg
Terrain à vendre au virage,1000000000,Virage,900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/aa4843e69c7b21d6b643cf121f55a326/-/horizon-files-prod/ed/picture/qenvk2nd/bcc673fe8b3338e4d35bd17ebedbf99e8533d2e1.jpg
Terrain 600 m2 à vendre à la Somone idéalement placé,49000000,Somone,600,https://i.roamcdn.net/hz/ed/listing-thumb-543w/cd98327e9647cc64596ef01bb5f2e43d/-/horizon-files-prod/ed/picture/q6xd89r4/fa00b737ed27f6e998e1bc61ce8ec54f92aabb38.jpg
Terrain angle 370 m² Amitié 2,350000000,Amitié,370,https://i.roamcdn.net/hz/ed/listing-thumb-543w/ba77d8705be7457616ac5006263a4899/-/horizon-files-prod/ed/picture/qngpqpjk/35d6424db05be161920543e3717f675b6b9da07f.jpg
Terrain d'angle de 325 m² liberté 2,250000000,Ouakam,325,https://i.roamcdn.net/hz/ed/listing-thumb-543w/2ee7134475619d43d039479230ba7b5c/-/horizon-files-prod/ed/picture/qv4wjwkx/a777a105b121282ce1058f2d0888e7188184f273.jpg
Villa à rénover ou à raser 325 m² liberté 2,180000000,Liberte 2,325,https://i.roamcdn.net/hz/ed/listing-thumb-543w/23f5ed5a1b71c8f143d3743941215c4b/-/horizon-files-prod/ed/picture/q44nwgp5/c0ba8ef28895c63b98660c6e907ff032bec1fec8.jpg
Terrain commercial de 425 m² visible à liberté 5,380000000,Liberte 5,425,https://i.roamcdn.net/hz/ed/listing-thumb-543w/521c312a06ade5cba12c69d81debada0/-/horizon-files-prod/ed/picture/q2j02272/190fcdd1e90a3c828b57170f98da5522b2d37772.jpg
Terrain 600 m² à vendre aux Almadies,720000000,Almadies,600,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d6203ba569293648e2df408903fc5db0/-/horizon-files-prod/ed/picture/q8v4dmr6/6c709373fe79030fa802a6cb3eb399ea2dbf6e49.jpg
Terrain à vendre Malicounda,3200000,Malicounda,300,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7d97f385a2fe55fbdcfcc3ffc7d7985c/-/horizon-files-prod/ed/picture/qm5gpv6q/7b670b5d8206ea011f66cfc37031d84795b876fb.jpg
Terrain double façade 224 m² Mermoz,170000000,Mermoz,224,https://i.roamcdn.net/hz/ed/listing-thumb-543w/682369d85faee69122a2a85e4e5c6adf/-/horizon-files-prod/ed/picture/q56dqx40/c1ec1267a296a0fdf214c491cf4a24863343331b.jpg
Terrain commercial ideal pour tout projet immobilier,2437500000,Almadies,1625,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7c66a6faef4aedd06c7bb849460c0960/-/horizon-files-prod/ed/picture/q56d6e57/f33ea0cb00f5665af731d94c5a342cbf78279e7a.jpg
Terrain clôturé 882 m² NICAD à Nguerigne,30000000,Nguering,882,https://i.roamcdn.net/hz/ed/listing-thumb-543w/fde48524b8cca35a0514da4b40982ad0/-/horizon-files-prod/ed/picture/qxjpn6n4/129db81cfbc6438b65c3b8e225651aadc64e5fd3.jpg
Terrain de 2702 m² commercial aux mamelles,4053000000,Mamelles,2702,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e4bd637452caed81869f94227aefce6e/-/horizon-files-prod/ed/picture/q44n22n9/56cbc67e7ffd61ec05a801656d33e715e9ab1a1b.jpg
Terrain commercial aux HLM de 4 500 m² à vendre,2385000000,Hlm,4500,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7a47c85cb3cd29156c8c6fce09b1e1b6/-/horizon-files-prod/ed/picture/qpdm556p/fa931e6171b280ffc366ed2192c03b9ee212243d.jpg
Terrain d'angle 150 m² double façade à vendre à ou,100000000,Ouest foire,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/52150c7f2165664768b33de1d8e51fba/-/horizon-files-prod/ed/picture/qj4qdd4v/e50083e908849a14bdd07b808367454605bd7fd3.jpg
Terrain 155m2 à vendre Dalifort,65000000,Dalifort,155,https://i.roamcdn.net/hz/ed/listing-thumb-543w/7bb06d1133e563e9aebc752336abe9ac/-/horizon-files-prod/ed/picture/qngp85rv/b8cc9421b0fca87286016fc19e571d519c81b11c.jpg
Terrain à vendre Lac Rose,30000000,Lac Rose,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/9e65e0afc71e0146dba0cac314251f95/-/horizon-files-prod/ed/picture/q9mjvwwp/1f0aee8f372fe3a649b763e57b93ebd7ef1f3ea9.jpg
TERRAIN  de 1125 m2 1ère Position LAC ROSE,150000000,Lac Rose,1125,https://i.roamcdn.net/hz/ed/listing-thumb-543w/5950245d37cadca10c14db776884ce1e/-/horizon-files-prod/ed/picture/qngpq22r/a12843d78ba4ea9ecc65f99eb7ff4590f53a77c5.jpg
Terrain de 900 mètres carrés à vendre au point e.,990000000,Point-e,900,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a00e3e875710c28fbb5f0fa4fdb9adaf/-/horizon-files-prod/ed/picture/qq42kq9e/6b2df709499e504214b38d7a6db3e821476aa970.png
200m2  à la cité Racine sy- kounoune 2,18000000,Kounoune,200,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f24ac621c4537abcf8ae337a4aab0faa/-/horizon-files-prod/ed/picture/qwqn06j/1b1646ecf73e2d5d54d0a976e67b0157be82ea23.jpg
Ref_5084_GL Un terrain à vendre à Thiaroye,156000000,Thiaroye,390,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8dcf13592aae21c3fbfbaf6a4d375ac3/-/horizon-files-prod/ed/picture/q44ngmnv/833ab5c23145bc7f48f2a08c8d10e616a42e7992.jpg
Terrains à vendre Ndiakhirate payable sur 2ans,14000000,Ndiakhirate,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/eb5ecddc0b68cf5776799c64802a1d78/-/horizon-files-prod/ed/picture/qde7j8m4/5e759fba875ea60ae408e3eb533e56917ef27fc3.jpg
OPPORTUNITÉ UNIQUE au centre-ville vue sur mer,2500000000,Plateau,876,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c3d85052ad807a4f0a0a1ba081dd4cf2/-/horizon-files-prod/ed/picture/q9mjvdg8/5059f9501072c224c398b8f159225572b3b69e69.jpg
Des terrain à vendre sur THIES,15000000,Thiès,225,https://i.roamcdn.net/hz/ed/listing-thumb-543w/dfce3e6c0f9e332e4da9570369452a02/-/horizon-files-prod/ed/picture/q9mj6k70/449071b2b3fce7b011f7f1770ca0e5968e15b5b6.png
Terrain à vendre à Thiès Titre foncier glaobal,2500000,Thiès,300,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b5bca0d5e6e6bd88d95263c5021eb715/-/horizon-files-prod/ed/picture/qgqw606k/ebda8398accea7c068242a656fa979d2550d81ba.jpg
Terrain TF a vendre a Almadies 2,25000000,Almadies 2,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f2abdc695f1c7206e10b792ee89aca1d/-/horizon-files-prod/ed/picture/qwep6knm/b3a7d0a5f21c60e3d96675341668a31183c16e2e.jpg
"Sindia, Thiès - TERRAIN A VENDRE",3200000,Sindia,225,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8a9f52ca6d5f2dd14e9f118037a24067/-/horizon-files-prod/ed/picture/qpdwvv52/cda1b8fe61d501391cca5b76a3621bef4e55690a.png
"1,5 hectares à vendre Mbodiene",12000000,Mbodiene,15000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/e9ce9016da695ae514db63182faa5af7/-/horizon-files-prod/ed/picture/q2j0xjdd/a4abf75edcdaa6f5302823259c24f93e532bacde.jpg
2 TERRAINS À VENDRE AU VIRAGE,15000000,Virage,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f2ceaa8fa21b3d431617dbf852227cc3/-/horizon-files-prod/ed/picture/qrz8x4r4/84f547e8b43a9ce3ca31a45ffd549ece840b8361.png
Terrain à vendre,15000000,Zone de captage,508,https://i.roamcdn.net/hz/ed/listing-thumb-543w/0b8b4e413e748252f9bfcc8cd2d1ac3d/-/horizon-files-prod/ed/picture/qv4wj5dw/01fc56a4e081635a0c71d03662e5be1ade9452a9.png
Terrain angle à Saly de 400m2 en bail Sapco,40000000,Saly,400,https://i.roamcdn.net/hz/ed/listing-thumb-543w/40a89cdb1885c5480e9820392a97d379/-/horizon-files-prod/ed/picture/qq42r86p/e2bbce085fe32d3f582913c870060e60ec0cabab.jpg
Terrain de 222m2 tf sis almadies (Socabeg),148000000,Almadies,222,https://i.roamcdn.net/hz/ed/listing-thumb-543w/c9cedabe4593e370314f5107eddd1b0a/-/horizon-files-prod/ed/picture/qzvpkj8r/61cb5803fb48868147c50325bfa6e22b601a85b2.jpg
Terrain de 211 m2 TF à vendre aux maristes,120000000,Hann maristes,211,https://i.roamcdn.net/hz/ed/listing-thumb-543w/18694d13efd02c82850e20791957c475/-/horizon-files-prod/ed/picture/qgq94dx8/dea0b1b9ec0bd7667a358fc0cb429b763b20f634.png
Mamelle Terrain d angle avec trois façades,650000,Mamelles,1002,https://i.roamcdn.net/hz/ed/listing-thumb-543w/f0dbcc994925eda44baf454292ccf698/-/horizon-files-prod/ed/picture/q44n26p8/d7557c593587e13150f5bb7e7569b873133cb173.jpg
18 parcelles à vendre à Somone,25000000,Somone,400,https://i.roamcdn.net/hz/ed/listing-thumb-543w/23aeb5996dd9c3ab59c89011e38cfb12/-/horizon-files-prod/ed/picture/qkr8zxpx/11e70720c0e5cab10411f5e90f7991365e99d057.jpg
Terrain à vendre Saly,1600000000,Saly,50000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/34e817f61e15aafcf258abc3c98311bb/-/horizon-files-prod/ed/picture/qm5gwj66/7adfd5bf5f2999f595cf2cf6fd912406c1c17736.png
"Terrain à vendre TF au rond-point Mamelles, Ouakam",2539000000,Ouakam,2539,https://i.roamcdn.net/hz/ed/listing-thumb-543w/d8aa8e2b8f6bac6bf86b7e9765a7182d/-/horizon-files-prod/ed/picture/qwep0je6/4257fc01efdf2020c52f02e8508605e6c5158839.png
Terrains 225 hectares à vendre sur la route de bambilor,16000,Bambilor,225000,https://i.roamcdn.net/hz/ed/listing-thumb-543w/951b98cfbc8c0b1524d8bd2618594cb8/-/horizon-files-prod/ed/picture/qj4q0d5w/d4d536cefe0e9c8b5de40c22675dc31eca7ecb7d.jpg
Derrière philip morris,450000000,Almadies,538,https://i.roamcdn.net/hz/ed/listing-thumb-543w/8589f744d1da6cb217a83adce24739e4/-/horizon-files-prod/ed/picture/q56dkq4e/81e49377ab132dd2f3f1395cb24f9bdd691bb4ad.jpg
Terrain TF à Ndiakhirate,14000000,Ndiakhirate,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/b02a31d6a339fb80019dc18b34bfb132/-/horizon-files-prod/ed/picture/qkr8xj6x/10e8a84201a35f0c6a3abaf8c7c164683dd52a03.jpg
Terrain bien place a vendre a Dakar Kounoune,10000000,Kounoune,150,https://i.roamcdn.net/hz/ed/listing-thumb-543w/a96a2ae7dd7444ef9c086b51ff182c6e/-/horizon-files-prod/ed/picture/qkr8k99v/9fcca52593b145593f63179c11ea2cfbe8cac153.jpg
